9

Author: Jake Vallow
Organisation: University of York, Wolfson Atmospheric Chemistry Laboratory
contact: jake.vallow@york.ac.uk
Instrument ID: Single Channel NO-LIF, laser 3
label: Example data
Reprocessed on: 2025/05/22 17:10:46
Time reference: (seconds since 1904-01-01 00:00:00)
Permalink to reprocess code: 

mac_time_s,lsr_pwr_on_mW,lsr_pwr_off_mW,lsr_pwr_mW,ref_on_cts,ref_off_cts,ref_cts_diff,sig_A_on_cts,sig_A_off_cts,sig_A_diff_cts,task,cal_mfc,blc_flag_0,blc_flag_1,sig_cell_flow,cell_pressure,ref_cell_flow
3814306149.461,0.4901375,0.5021100000000001,0.49612375000000003,511297.53880405694,112186.94628850855,399110.5925155484,70578.97810956847,13656.845626195467,56922.132483373,2.0,0.510937511921,1.0,1.0,1.052405864,98.3022334099,0.500348730087
3814306149.561,0.4899575,0.49781,0.49388374999999995,512405.1720985457,111451.398241739,400953.7738568067,67558.10952052617,13373.25622007115,54184.85330045501,2.0,0.510937511921,1.0,1.0,1.052405864,98.3022334099,0.500348730087
3814306149.661,0.49073500000000003,0.50028,0.4955075,513726.22222540225,110933.35733091526,402792.86489448696,70996.45696199973,13730.500408569853,57265.95655342988,2.0,0.48496094346,1.0,1.0,1.00767935725,98.0307929993,0.501225934029
3814306149.761,0.49161625,0.5047200000000001,0.498168125,502904.35232141166,108760.65638625914,394143.69593515253,66472.88115649558,14217.30744858316,52255.57370791242,2.0,0.48496094346,1.0,1.0,1.00767935725,98.0307929993,0.501225934029
3814306149.861,0.48844750000000003,0.49777499999999997,0.49311125,509039.5599459473,116816.74429248396,392222.81565346336,67492.5865513591,13912.90054196603,53579.686009393066,2.0,0.48496094346,1.0,1.0,0.958258055049,100.20211916,0.499472799301
3814306149.961,0.4900825,0.50046,0.49527125,505702.00459694903,110066.90511900632,395635.0994779427,67035.15488907332,12687.641574450427,54347.5133146229,2.0,0.48496094346,1.0,1.0,0.958258055049,100.20211916,0.499472799301
3814306150.061,0.48953500000000005,0.49522,0.4923775,505338.6255047683,115381.87766408315,389956.74784068513,67530.4378794523,14179.232627247184,53351.20525220512,2.0,0.48496094346,1.0,1.0,0.960665753228,100.880621624,0.502977795601
3814306150.161,0.48631875,0.49613999999999997,0.49122937499999997,505091.08847088943,109437.02086381815,395654.06760707125,65513.851334611354,15183.919139312184,50329.932195299174,2.0,0.48496094346,1.0,1.0,0.960665753228,100.880621624,0.502977795601
3814306150.261,0.48295,0.49002,0.486485,508531.01701496524,114566.37160377766,393964.64541118755,67676.67575647544,14126.618588496265,53550.057167979176,2.0,0.4990234375,1.0,1.0,0.977527643949,101.423502445,0.49859559536
3814306150.361,0.48513875,0.500685,0.492911875,484291.02871478157,107915.99342815689,376375.0352866247,67113.29569848033,11957.019561483476,55156.27613699686,2.0,0.4990234375,1.0,1.0,0.977527643949,101.423502445,0.49859559536
3814306150.461,0.4859375,0.49795999999999996,0.49194875,489570.7584213478,116438.24310561252,373132.5153157353,66894.85414963885,13710.754924592764,53184.099225046084,2.0,0.4990234375,1.0,1.0,0.995612142207,101.152062035,0.500348730087
3814306150.561,0.481815,0.49115,0.4864825,491544.1342892788,114500.91086995174,377043.22341932706,65242.204260524784,14924.535077105009,50317.66918341978,2.0,0.4990234375,1.0,1.0,0.995612142207,101.152062035,0.500348730087
3814306150.661,0.48299125,0.498455,0.490723125,497379.0601632827,113813.30715388503,383565.75300939765,64544.88472155556,15060.042575074916,49484.842146480645,2.0,0.4990234375,1.0,1.0,1.02700606375,97.7595497131,0.504730930328
3814306150.761,0.48192375,0.49943,0.490676875,492481.07270424865,112905.93404439135,379575.13865985733,66996.16472809012,13344.671475238292,53651.49325285183,2.0,0.4990234375,1.0,1.0,1.02700606375,97.7595497131,0.504730930328
3814306150.861,0.48036999999999996,0.49324,0.486805,487387.79296778666,114453.88511818385,372933.9078496028,64360.849277532805,16355.687976544006,48005.161300988795,2.0,0.508203148842,1.0,1.0,1.01371622962,102.916326141,0.506484065056
3814306150.961,0.48122375,0.48826,0.484741875,481451.9805962995,122083.25206697188,359368.72852932767,63669.23678245075,15476.581762507118,48192.65501994363,2.0,0.508203148842,1.0,1.0,1.01371622962,102.916326141,0.506484065056
3814306151.061,0.47924999999999995,0.48726,0.483255,484087.2556157145,120960.98805388628,363126.2675618282,64102.95999859623,15377.186896020987,48725.773102575244,2.0,0.508203148842,1.0,1.0,0.970298279821,100.066497517,0.503854999542
3814306151.161,0.47628625,0.49919,0.487738125,484041.91371616337,117235.571315103,366806.3424010604,62638.942856478396,13350.866474302231,49288.076382176165,2.0,0.508203148842,1.0,1.0,0.970298279821,100.066497517,0.503854999542
3814306151.261,0.476225,0.49497,0.4855975,489932.91717060946,121155.79842302504,368777.1187475844,62345.501660979586,14083.880399502494,48261.62126147709,2.0,0.508203148842,1.0,1.0,1.02338115687,98.5736738205,0.501225934029
3814306151.361,0.4768175,0.49111000000000005,0.48396375,488509.76360415627,115785.28007845824,372724.483525698,63734.47342627485,14498.649203894456,49235.8242223804,2.0,0.508203148842,1.0,1.0,1.02338115687,98.5736738205,0.501225934029
3814306151.461,0.47565500000000005,0.4909,0.4832775,497504.9544672413,126427.16910088697,371077.78536635434,64335.85497134255,17167.079863108636,47168.77510823392,2.0,0.49941405654,1.0,1.0,1.00043868459,100.880621624,0.502977795601
3814306151.561,0.47856375,0.488,0.48328187499999997,468595.4455954016,115943.5198716448,352651.9257237568,64806.3898198815,14707.44157876834,50098.94824111316,2.0,0.49941405654,1.0,1.0,1.00043868459,100.880621624,0.502977795601
3814306151.661,0.47645625,0.497765,0.487110625,477412.02627654816,112776.08848702884,364635.9377895193,64127.678886711794,15878.39427754909,48249.2846091627,2.0,0.49941405654,1.0,1.0,0.964277079149,100.744999981,0.507359995842
3814306151.761,0.47593125,0.49614500000000006,0.486038125,487174.2838963535,118412.21468435806,368762.06921199546,64070.767503922725,13219.226261459606,50851.54124246312,2.0,0.49941405654,1.0,1.0,0.964277079149,100.744999981,0.507359995842
3814306151.861,0.47594125,0.48892,0.482430625,482043.23107268126,112535.80716291262,369507.42390976864,60851.92775502539,12782.273158811098,48069.65459621429,2.0,0.49941405654,1.0,1.0,0.977527643949,100.609181213,0.500348730087
3814306151.961,0.476875,0.490585,0.48373,481951.3007409724,113513.84022157706,368437.4605193953,61799.29740480075,13899.566270822874,47899.73113397788,2.0,0.49941405654,1.0,1.0,0.977527643949,100.609181213,0.500348730087
3814306152.061,0.4788,0.48749,0.483145,473109.05541493767,125665.29978268626,347443.7556322514,63263.90634676377,13984.112427179425,49279.79391958434,2.0,0.503125011921,1.0,1.0,0.993199393545,96.4023476601,0.503854999542
3814306152.161,0.47444375,0.48421000000000003,0.47932687500000004,485892.00734039536,117884.21096105615,368007.7963793392,63369.6718486202,14165.237693300352,49204.43415531985,2.0,0.503125011921,1.0,1.0,0.993199393545,96.4023476601,0.503854999542
3814306152.261,0.47600875,0.48912500000000003,0.482566875,473313.4495822076,121602.27375708337,351711.17582512426,62773.08985771964,15430.770845657344,47342.3190120623,2.0,0.503125011921,1.0,1.0,0.988374941278,99.3879950523,0.502101864815
3814306152.361,0.47478125,0.4858,0.48029062499999997,478195.4082757635,132111.11741211035,346084.2908636532,63534.86653336616,12965.74015966606,50569.1263737001,2.0,0.503125011921,1.0,1.0,0.988374941278,99.3879950523,0.502101864815
3814306152.461,0.47442375,0.48868,0.48155187499999996,490420.5331958274,123907.92315735834,366512.6100384691,66072.81266000302,15551.235189787225,50521.577470215794,2.0,0.503125011921,1.0,1.0,0.916184086447,99.5236166954,0.502101864815
3814306152.561,0.4742925,0.491855,0.48307374999999997,494438.77301600634,117246.47339518655,377192.2996208198,63737.411240005094,14279.440652463165,49457.97058754193,2.0,0.503125011921,1.0,1.0,0.916184086447,99.5236166954,0.502101864815
3814306152.661,0.47286874999999995,0.49304000000000003,0.482954375,497369.8873261119,120283.35905178037,377086.52827433153,63411.57765435352,15709.617571889159,47701.96008246436,2.0,0.492382824421,1.0,1.0,0.937809304633,99.3879950523,0.495966529846
3814306152.761,0.47509124999999996,0.486005,0.480548125,484973.8113762174,119763.82843496613,365209.98294125125,64629.516293530476,13808.609954847838,50820.90633868264,2.0,0.492382824421,1.0,1.0,0.937809304633,99.3879950523,0.495966529846
3814306152.861,0.47201250000000006,0.49421000000000004,0.48311125000000005,494586.02723551216,116292.34682566207,378293.6804098501,64671.66123426996,13793.846177873538,50877.81505639642,2.0,0.492382824421,1.0,1.0,0.965482194643,100.20211916,0.500348730087
3814306152.961,0.47462875000000004,0.489625,0.482126875,480500.9398553337,114675.5118896024,365825.4279657313,63500.68221232491,14332.142168542096,49168.540043782814,2.0,0.492382824421,1.0,1.0,0.965482194643,100.20211916,0.500348730087
3814306153.061,0.47646125,0.486015,0.48123812499999996,482980.3021316824,122829.1377641806,360151.1643675018,61395.91956707483,14237.858973193226,47158.0605938816,2.0,0.492382824421,1.0,1.0,1.00405862921,101.016440392,0.502101864815
3814306153.161,0.47509749999999995,0.490125,0.48261124999999994,479624.86667952506,124308.32667470613,355316.54000481893,64134.78680906842,16070.007503478068,48064.77930559035,2.0,0.492382824421,1.0,1.0,1.00405862921,101.016440392,0.502101864815
3814306153.261,0.47233875000000003,0.49331,0.48282437500000003,481515.7368425982,112212.52062726297,369303.2162153352,63155.53939571683,14758.564101856582,48396.97529386025,2.0,0.51171875,1.0,1.0,1.02217185862,104.544771481,0.496842460632
3814306153.361,0.47423,0.492995,0.4836125,477984.49883740174,125584.73277033973,352399.76606706204,62169.18467274899,13708.575157769064,48460.60951497992,2.0,0.51171875,1.0,1.0,1.02217185862,104.544771481,0.496842460632
3814306153.461,0.47297124999999995,0.483755,0.478363125,497392.99755846546,118019.6828323703,379373.3147260952,64212.18909517245,16781.99157924261,47430.19751592984,2.0,0.51171875,1.0,1.0,1.04151528252,103.187569427,0.49509059906
3814306153.561,0.47036124999999995,0.486135,0.47824812499999997,492055.3444332085,119028.79507376364,373026.5493594449,63793.01426786424,15919.28810487735,47873.72616298689,2.0,0.51171875,1.0,1.0,1.04151528252,103.187569427,0.49509059906
3814306153.661,0.47076625000000005,0.48562,0.478193125,481842.75169525936,120903.15161757106,360939.6000776883,63746.62782452888,17253.045901712107,46493.58192281677,2.0,0.51171875,1.0,1.0,1.08875639127,102.37344532,0.50560813427
3814306153.761,0.4717025,0.483955,0.47782875,474802.96234242356,123734.36488190018,351068.59746052336,64633.53782339095,13431.282362124439,51202.25546126651,2.0,0.51171875,1.0,1.0,1.08875639127,102.37344532,0.50560813427
3814306153.861,0.4707175,0.48847,0.47959375000000004,485828.3050492144,122565.94499124085,363262.36005797354,63977.37732535062,15415.556646005482,48561.82067934514,2.0,0.508398473263,1.0,1.0,1.07057133306,97.6237309456,0.500348730087
3814306153.961,0.471685,0.49014,0.4809125,476524.0696633642,115210.0146640683,361314.0549992959,63149.17826580771,16867.600964385416,46281.577301422294,2.0,0.508398473263,1.0,1.0,1.07057133306,97.6237309456,0.500348730087
3814306154.061,0.47170375,0.49182,0.481761875,482204.18423681695,112435.09886437868,369769.08537243825,63819.57533083462,15121.221406534773,48698.353924299845,2.0,0.508398473263,1.0,1.0,1.05724701845,100.880621624,0.507359995842
3814306154.161,0.47266375,0.4905,0.481581875,480390.6777027105,130703.29942451441,349687.3782781961,61503.76319814687,14635.751940850965,46868.011257295904,2.0,0.508398473263,1.0,1.0,1.05724701845,100.880621624,0.507359995842
3814306154.261,0.47280625,0.49285999999999996,0.482833125,482837.1525139988,115821.72196132879,367015.43055267003,64205.42153036081,18151.799653396687,46053.62187696412,2.0,0.508398473263,1.0,1.0,1.01009419577,99.1165546417,0.503854999542
3814306154.361,0.47274499999999997,0.484205,0.478475,481549.9950298941,120759.90382940754,360790.0912004866,65844.12410672157,12692.098514118907,53152.025592602666,2.0,0.508398473263,1.0,1.0,1.01009419577,99.1165546417,0.503854999542
3814306154.461,0.46882875,0.48885999999999996,0.478844375,482344.94729880174,120790.89976296708,361554.04753583466,64457.41664068772,15229.266686327188,49228.14995436053,2.0,0.49667969346,1.0,1.0,1.02942368885,101.016440392,0.500348730087
3814306154.561,0.470275,0.48763999999999996,0.4789575,490768.8006961838,112162.29002195646,378606.5106742274,63416.444002310345,14938.129633473069,48478.31436883728,2.0,0.49667969346,1.0,1.0,1.02942368885,101.016440392,0.500348730087
3814306154.661,0.472215,0.48439,0.47830249999999996,484214.532431746,124607.52207624218,359607.0103555038,61967.12081045661,16855.206833861273,45111.91397659534,2.0,0.49667969346,1.0,1.0,1.02458878701,97.8951713562,0.501225934029
3814306154.761,0.47215250000000003,0.48247,0.47731125,485064.19265439967,122561.46135889627,362502.7312955034,63989.69375595757,14101.707686079295,49887.98606987827,2.0,0.49667969346,1.0,1.0,1.02458878701,97.8951713562,0.501225934029
3814306154.861,0.46846750000000004,0.48480999999999996,0.47663875,488354.4476854919,119897.07590274554,368457.37178274634,60314.27590792181,15002.28055808671,45311.995349835095,2.0,0.49667969346,1.0,1.0,1.02217185862,98.9807358742,0.500348730087
3814306154.961,0.4702375,0.488815,0.47952625,485358.4596837136,118126.07765796204,367232.3820257516,62647.58492040284,16820.516430596283,45827.06848980656,2.0,0.49667969346,1.0,1.0,1.02217185862,98.9807358742,0.500348730087
3814306155.061,0.46865,0.490775,0.4797125,485122.3646705847,118659.16922638935,366463.1954441953,63444.219822892046,17382.60133056773,46061.61849232431,2.0,0.48886719346,1.0,1.0,0.976321657067,96.4023476601,0.503854999542
3814306155.161,0.46987999999999996,0.47677,0.473325,489956.92659408215,123344.51056488583,366612.41602919635,61238.69760015109,14286.248110074594,46952.4494900765,2.0,0.48886719346,1.0,1.0,0.976321657067,96.4023476601,0.503854999542
3814306155.261,0.46997625,0.48626,0.478118125,474104.88276474865,114885.6864770755,359219.19628767314,62341.206370270025,15810.85148079044,46530.35488947958,2.0,0.48886719346,1.0,1.0,0.976321657067,99.9306787491,0.500348730087
3814306155.361,0.47164375000000003,0.48847,0.48005687500000005,487463.28706447745,117924.3591899304,369538.9278745471,64220.94323190513,14573.530077038811,49647.41315486631,2.0,0.48886719346,1.0,1.0,0.976321657067,99.9306787491,0.500348730087
3814306155.461,0.47066125000000003,0.48950499999999997,0.480083125,488372.4643858224,121360.14094614479,367012.3234396776,63619.6038300117,17968.506903515085,45651.09692649661,2.0,0.48886719346,1.0,1.0,0.934203724384,98.709492588,0.502977795601
3814306155.561,0.471765,0.493975,0.48287,479188.74058704934,122871.31281521988,356317.4277718295,64263.33856636709,14951.583015838958,49311.755550528134,2.0,0.48886719346,1.0,1.0,0.934203724384,98.709492588,0.502977795601
3814306155.661,0.47122875,0.48721000000000003,0.479219375,485969.8887962777,124396.50648123052,361573.3823150472,63742.071030148916,14120.769587510067,49621.30144263885,2.0,0.49960938096,1.0,1.0,0.961868858568,105.223273945,0.500348730087
3814306155.761,0.46903375,0.48636999999999997,0.477701875,480622.7144789386,116992.22156622804,363630.4929127106,63512.15830359441,17318.39713980833,46193.76116378608,2.0,0.49960938096,1.0,1.0,0.961868858568,105.223273945,0.500348730087
3814306155.861,0.4712825,0.478065,0.47467375,483995.9853077514,122169.84862537275,361826.13668237865,61475.527769765795,16099.036788054509,45376.490981711286,2.0,0.49960938096,1.0,1.0,0.994406600421,100.880621624,0.500348730087
3814306155.961,0.46994,0.48404,0.47699,485876.3887079563,121051.8427225306,364824.5459854257,62782.38594379023,13113.198077902898,49669.18786588733,2.0,0.49960938096,1.0,1.0,0.994406600421,100.880621624,0.500348730087
3814306156.061,0.47097625,0.485885,0.478430625,478352.8586272576,126242.35284341572,352110.5057838418,64430.00823254578,15548.378230645112,48881.63000190067,2.0,0.49960938096,1.0,1.0,1.06572458874,99.1165546417,0.501225934029
3814306156.161,0.46893375,0.48995,0.479441875,480933.597810207,118375.53059121718,362558.06721898983,62317.25802633708,14339.52348804583,47977.734538291246,2.0,0.49960938096,1.0,1.0,1.06572458874,99.1165546417,0.501225934029
3814306156.261,0.4683525,0.484125,0.47623875000000004,495228.2137075659,124531.59076690665,370696.6229406593,63203.01397269445,15467.92180390195,47735.0921687925,2.0,0.499804705381,1.0,1.0,1.02458878701,99.1165546417,0.503854999542
3814306156.361,0.47039625,0.485015,0.477705625,485726.9093627812,125998.40785041542,359728.50151236576,62503.14714326491,15003.129572356043,47500.017570908865,2.0,0.499804705381,1.0,1.0,1.02458878701,99.1165546417,0.503854999542
3814306156.461,0.46997500000000003,0.48416000000000003,0.47706750000000003,477675.7262883022,118769.86071845893,358905.86556984327,63774.49018530974,14078.941559787458,49695.54862552228,2.0,0.499804705381,1.0,1.0,0.993199393545,97.7595497131,0.503854999542
3814306156.561,0.46788375,0.48558,0.476731875,480722.3005869941,116564.44138932566,364157.85919766844,61785.691751295344,17022.33104063178,44763.36071066356,2.0,0.499804705381,1.0,1.0,0.993199393545,97.7595497131,0.503854999542
3814306156.661,0.4676975,0.488545,0.47812125,477380.87573554425,121487.26480822396,355893.6109273203,62107.8511641628,15017.288167919465,47090.56299624333,2.0,0.499804705381,1.0,1.0,0.975117507554,100.337937927,0.503854999542
3814306156.761,0.46311625,0.48453500000000005,0.47382562500000003,484837.9615921731,121924.50584464753,362913.45574752556,64210.32019135637,16635.307809423142,47575.01238193322,2.0,0.499804705381,1.0,1.0,0.975117507554,100.337937927,0.503854999542
3814306156.861,0.4680575,0.48346500000000003,0.47576125,472206.20333327824,125681.58683021483,346524.6165030634,61947.169975693985,13877.969594073707,48069.20038162028,2.0,0.500781238079,1.0,1.0,0.958258055049,95.7238451958,0.500348730087
3814306156.961,0.46708875,0.48019,0.473639375,492070.2653836627,119677.33907242779,372392.92631123494,64119.087509102814,14523.379235840537,49595.70827326228,2.0,0.500781238079,1.0,1.0,0.958258055049,95.7238451958,0.500348730087
3814306157.061,0.46768375,0.48189499999999996,0.47478937499999996,485358.343966108,124402.6607575689,360955.6832085391,62818.583632163536,16181.251831690553,46637.33180047298,2.0,0.500781238079,1.0,1.0,0.961868858568,100.20211916,0.500348730087
3814306157.161,0.46546499999999996,0.48633,0.4758975,481776.8835663375,120797.74328619162,360979.1402801459,64847.00706174351,14336.107464159222,50510.89959758429,2.0,0.500781238079,1.0,1.0,0.961868858568,100.20211916,0.500348730087
3814306157.261,0.4673425,0.48168500000000003,0.47451375,480911.5645140597,120327.0933483378,360584.4711657219,61734.96015533156,15120.009252383361,46614.9509029482,2.0,0.500781238079,1.0,1.0,0.924590347292,99.6592383385,0.49859559536
3814306157.361,0.4655975,0.48150499999999996,0.47355125,484311.5504369672,124361.6044734742,359949.945963493,63982.871619278085,15967.552137680119,48015.319481597966,2.0,0.500781238079,1.0,1.0,0.924590347292,99.6592383385,0.49859559536
3814306157.461,0.46790625,0.488975,0.478440625,483001.4144400437,114468.18598502563,368533.228455018,62128.443337978926,13217.043069937732,48911.400268041194,2.0,0.5009765625,1.0,1.0,0.953443703752,104.951833534,0.495966529846
3814306157.561,0.4672825,0.480435,0.47385875,474899.3885776901,120591.17092344767,354308.2176542424,63134.26520805484,15478.122528167918,47656.14267988692,2.0,0.5009765625,1.0,1.0,0.953443703752,104.951833534,0.495966529846
3814306157.661,0.46941375,0.48114500000000004,0.47527937500000006,471626.88306309574,124044.69457429968,347582.18848879606,61893.21846761486,13519.29989302269,48373.91857459217,2.0,0.5009765625,1.0,1.0,1.01492491789,101.966383266,0.502977795601
3814306157.761,0.46763625000000003,0.482655,0.475145625,471874.75472355617,128127.0872364453,343747.6674871109,65982.73132237211,15930.836230179511,50051.8950921926,2.0,0.5009765625,1.0,1.0,1.01492491789,101.966383266,0.502977795601
3814306157.861,0.4670625,0.48869,0.47787625,479804.5610241199,114589.87007354971,365214.69095057016,62784.111301316676,13403.05906758077,49381.05223373591,2.0,0.5009765625,1.0,1.0,1.09239540113,100.337937927,0.501225934029
3814306157.961,0.46441625,0.48277000000000003,0.473593125,482237.0561326164,126860.67391248234,355376.3822201341,63371.8542839145,14424.160353217321,48947.693930697176,2.0,0.5009765625,1.0,1.0,1.09239540113,100.337937927,0.501225934029
3814306158.061,0.46472250000000004,0.48157,0.47314625,471590.58185694215,120971.70156050957,350618.8802964326,64169.38239231786,15009.331665967402,49160.050726350455,2.0,0.48496094346,1.0,1.0,1.0633017391,99.3879950523,0.504730930328
3814306158.161,0.4620075,0.488005,0.47500625,480891.75827224244,123404.87991631366,357486.8783559288,62877.425584104414,13535.216651037445,49342.20893306697,2.0,0.48496094346,1.0,1.0,1.0633017391,99.3879950523,0.504730930328
3814306158.261,0.4604275,0.479955,0.47019125,484794.3172198906,124515.31890970822,360278.99831018236,63633.77303874012,16031.249874269122,47602.52316447099,2.0,0.48496094346,1.0,1.0,1.04998492993,99.1165546417,0.504730930328
3814306158.361,0.460045,0.480495,0.47026999999999997,471751.3477308629,125623.36700324944,346127.98072761344,60995.88454138143,15152.653441282087,45843.231100099336,2.0,0.48496094346,1.0,1.0,1.04998492993,99.1165546417,0.504730930328
3814306158.461,0.46179875000000004,0.47789000000000004,0.46984437500000004,486938.3953077131,123831.79661033145,363106.5986973816,65210.39564643772,13740.29417729878,51470.10146913894,2.0,0.48496094346,1.0,1.0,1.03425822775,101.423502445,0.503854999542
3814306158.561,0.46106375,0.48440000000000005,0.472731875,487425.6534384674,114261.3881340743,373164.26530439314,62463.689532424556,14293.337600235338,48170.351932189216,2.0,0.48496094346,1.0,1.0,1.03425822775,101.423502445,0.503854999542
3814306158.661,0.45773874999999997,0.48424999999999996,0.47099437499999997,491024.4474134475,113738.07490550388,377286.3725079436,64864.85215837894,13983.61254795425,50881.23961042469,2.0,0.49765625596,1.0,1.0,1.01250938265,101.423502445,0.499472799301
3814306158.761,0.46059625,0.482375,0.471485625,475495.88547339407,121917.11866358144,353578.76680981263,63890.50896617405,14235.488914324396,49655.02005184966,2.0,0.49765625596,1.0,1.0,1.01250938265,101.423502445,0.499472799301
3814306158.861,0.46079125,0.473715,0.467253125,476746.6137768069,119487.60851889229,357259.00525791466,62373.91221952006,14180.0302139548,48193.88200556526,2.0,0.49765625596,1.0,1.0,1.03304990154,99.1165546417,0.497719664574
3814306158.961,0.45946624999999996,0.471595,0.465530625,484905.0776112057,125832.80201395486,359072.27559725085,62321.1599236156,15211.824441004595,47109.33548261101,2.0,0.49765625596,1.0,1.0,1.03304990154,99.1165546417,0.497719664574
3814306159.061,0.46253,0.482585,0.47255749999999996,470602.4810748826,118134.73399716226,352467.74707772036,62699.924021970175,14874.017490604907,47825.90653136527,2.0,0.49765625596,1.0,1.0,1.03304990154,98.3022334099,0.502101864815
3814306159.161,0.45872875,0.480355,0.469541875,469503.9561422914,121336.44145097335,348167.5146913181,61353.68710693656,14089.518806406155,47264.16830053041,2.0,0.49765625596,1.0,1.0,1.03304990154,98.3022334099,0.502101864815
3814306159.261,0.459375,0.475235,0.46730499999999997,480295.8011387208,113017.96133084135,367277.83980787947,63846.120851327134,16629.485067573165,47216.63578375397,2.0,0.495312511921,1.0,1.0,0.990786993235,99.2521762848,0.503854999542
3814306159.361,0.45696375,0.477945,0.467454375,468517.02942206187,120107.8338615871,348409.19556047476,62940.85888852023,13500.11117188252,49440.747716637714,2.0,0.495312511921,1.0,1.0,0.990786993235,99.2521762848,0.503854999542
3814306159.461,0.4580325,0.475885,0.46695875,473068.51341965114,127500.0565774939,345568.45684215723,60514.788117486794,14771.986567081332,45742.801550405464,2.0,0.495312511921,1.0,1.0,0.978731967512,98.8451142311,0.503854999542
3814306159.561,0.4560775,0.47866,0.46736875,477620.5748600018,125269.51129695843,352351.06356304337,60886.04854344789,12123.277960858986,48762.770582588906,2.0,0.495312511921,1.0,1.0,0.978731967512,98.8451142311,0.503854999542
3814306159.661,0.45500375,0.467075,0.46103937500000003,475733.7608987709,121062.58177678457,354671.1791219863,63452.32162917058,14479.628968351952,48972.69266081863,2.0,0.495312511921,1.0,1.0,0.983553633462,100.609181213,0.500348730087
