9

Author: Jake Vallow
Organisation: University of York, Wolfson Atmospheric Chemistry Laboratory
contact: jake.vallow@york.ac.uk
Instrument ID: Single Channel NO-LIF, laser 3
label: Example data
Reprocessed on: 2025/05/22 15:57:18
Time reference: (seconds since 1904-01-01 00:00:00)
Permalink to reprocess code: 

mac_time_s,lsr_pwr_on_mW,lsr_pwr_off_mW,lsr_pwr_mW,sig_A_on_cts,sig_A_off_cts,sig_A_diff_cts,task,cal_mfc,blc_flag_0,blc_flag_1,sig_cell_flow,cell_pressure,ref_cell_flow
3814306151.761,0.47593125,0.49614500000000006,0.486038125,487174.2838963535,118412.21468435806,368762.06921199546,2.0,0.49941405654,1.0,1.0,0.964277079149,100.744999981,0.507359995842
3814306151.861,0.47594125,0.48892,0.482430625,482043.23107268126,112535.80716291262,369507.42390976864,2.0,0.49941405654,1.0,1.0,0.977527643949,100.609181213,0.500348730087
3814306151.961,0.476875,0.490585,0.48373,481951.3007409724,113513.84022157706,368437.4605193953,2.0,0.49941405654,1.0,1.0,0.977527643949,100.609181213,0.500348730087
3814306152.061,0.4788,0.48749,0.483145,473109.05541493767,125665.29978268626,347443.7556322514,2.0,0.503125011921,1.0,1.0,0.993199393545,96.4023476601,0.503854999542
3814306152.161,0.47444375,0.48421000000000003,0.47932687500000004,485892.00734039536,117884.21096105615,368007.7963793392,2.0,0.503125011921,1.0,1.0,0.993199393545,96.4023476601,0.503854999542
3814306152.261,0.47600875,0.48912500000000003,0.482566875,473313.4495822076,121602.27375708337,351711.17582512426,2.0,0.503125011921,1.0,1.0,0.988374941278,99.3879950523,0.502101864815
3814306152.361,0.47478125,0.4858,0.48029062499999997,478195.4082757635,132111.11741211035,346084.2908636532,2.0,0.503125011921,1.0,1.0,0.988374941278,99.3879950523,0.502101864815
3814306152.461,0.47442375,0.48868,0.48155187499999996,490420.5331958274,123907.92315735834,366512.6100384691,2.0,0.503125011921,1.0,1.0,0.916184086447,99.5236166954,0.502101864815
3814306152.561,0.4742925,0.491855,0.48307374999999997,494438.77301600634,117246.47339518655,377192.2996208198,2.0,0.503125011921,1.0,1.0,0.916184086447,99.5236166954,0.502101864815
3814306152.661,0.47286874999999995,0.49304000000000003,0.482954375,497369.8873261119,120283.35905178037,377086.52827433153,2.0,0.492382824421,1.0,1.0,0.937809304633,99.3879950523,0.495966529846
3814306152.761,0.47509124999999996,0.486005,0.480548125,484973.8113762174,119763.82843496613,365209.98294125125,2.0,0.492382824421,1.0,1.0,0.937809304633,99.3879950523,0.495966529846
3814306152.861,0.47201250000000006,0.49421000000000004,0.48311125000000005,494586.02723551216,116292.34682566207,378293.6804098501,2.0,0.492382824421,1.0,1.0,0.965482194643,100.20211916,0.500348730087
3814306152.961,0.47462875000000004,0.489625,0.482126875,480500.9398553337,114675.5118896024,365825.4279657313,2.0,0.492382824421,1.0,1.0,0.965482194643,100.20211916,0.500348730087
3814306153.061,0.47646125,0.486015,0.48123812499999996,482980.3021316824,122829.1377641806,360151.1643675018,2.0,0.492382824421,1.0,1.0,1.00405862921,101.016440392,0.502101864815
3814306153.161,0.47509749999999995,0.490125,0.48261124999999994,479624.86667952506,124308.32667470613,355316.54000481893,2.0,0.492382824421,1.0,1.0,1.00405862921,101.016440392,0.502101864815
3814306153.261,0.47233875000000003,0.49331,0.48282437500000003,481515.7368425982,112212.52062726297,369303.2162153352,2.0,0.51171875,1.0,1.0,1.02217185862,104.544771481,0.496842460632
3814306153.361,0.47423,0.492995,0.4836125,477984.49883740174,125584.73277033973,352399.76606706204,2.0,0.51171875,1.0,1.0,1.02217185862,104.544771481,0.496842460632
3814306153.461,0.47297124999999995,0.483755,0.478363125,497392.99755846546,118019.6828323703,379373.3147260952,2.0,0.51171875,1.0,1.0,1.04151528252,103.187569427,0.49509059906
3814306153.561,0.47036124999999995,0.486135,0.47824812499999997,492055.3444332085,119028.79507376364,373026.5493594449,2.0,0.51171875,1.0,1.0,1.04151528252,103.187569427,0.49509059906
3814306153.661,0.47076625000000005,0.48562,0.478193125,481842.75169525936,120903.15161757106,360939.6000776883,2.0,0.51171875,1.0,1.0,1.08875639127,102.37344532,0.50560813427
3814306153.761,0.4717025,0.483955,0.47782875,474802.96234242356,123734.36488190018,351068.59746052336,2.0,0.51171875,1.0,1.0,1.08875639127,102.37344532,0.50560813427
3814306153.861,0.4707175,0.48847,0.47959375000000004,485828.3050492144,122565.94499124085,363262.36005797354,2.0,0.508398473263,1.0,1.0,1.07057133306,97.6237309456,0.500348730087
3814306153.961,0.471685,0.49014,0.4809125,476524.0696633642,115210.0146640683,361314.0549992959,2.0,0.508398473263,1.0,1.0,1.07057133306,97.6237309456,0.500348730087
3814306154.061,0.47170375,0.49182,0.481761875,482204.18423681695,112435.09886437868,369769.08537243825,2.0,0.508398473263,1.0,1.0,1.05724701845,100.880621624,0.507359995842
3814306154.161,0.47266375,0.4905,0.481581875,480390.6777027105,130703.29942451441,349687.3782781961,2.0,0.508398473263,1.0,1.0,1.05724701845,100.880621624,0.507359995842
3814306154.261,0.47280625,0.49285999999999996,0.482833125,482837.1525139988,115821.72196132879,367015.43055267003,2.0,0.508398473263,1.0,1.0,1.01009419577,99.1165546417,0.503854999542
3814306154.361,0.47274499999999997,0.484205,0.478475,481549.9950298941,120759.90382940754,360790.0912004866,2.0,0.508398473263,1.0,1.0,1.01009419577,99.1165546417,0.503854999542
3814306154.461,0.46882875,0.48885999999999996,0.478844375,482344.94729880174,120790.89976296708,361554.04753583466,2.0,0.49667969346,1.0,1.0,1.02942368885,101.016440392,0.500348730087
3814306154.561,0.470275,0.48763999999999996,0.4789575,490768.8006961838,112162.29002195646,378606.5106742274,2.0,0.49667969346,1.0,1.0,1.02942368885,101.016440392,0.500348730087
3814306154.661,0.472215,0.48439,0.47830249999999996,484214.532431746,124607.52207624218,359607.0103555038,2.0,0.49667969346,1.0,1.0,1.02458878701,97.8951713562,0.501225934029
3814306154.761,0.47215250000000003,0.48247,0.47731125,485064.19265439967,122561.46135889627,362502.7312955034,2.0,0.49667969346,1.0,1.0,1.02458878701,97.8951713562,0.501225934029
3814306154.861,0.46846750000000004,0.48480999999999996,0.47663875,488354.4476854919,119897.07590274554,368457.37178274634,2.0,0.49667969346,1.0,1.0,1.02217185862,98.9807358742,0.500348730087
3814306154.961,0.4702375,0.488815,0.47952625,485358.4596837136,118126.07765796204,367232.3820257516,2.0,0.49667969346,1.0,1.0,1.02217185862,98.9807358742,0.500348730087
3814306155.061,0.46865,0.490775,0.4797125,485122.3646705847,118659.16922638935,366463.1954441953,2.0,0.48886719346,1.0,1.0,0.976321657067,96.4023476601,0.503854999542
3814306155.161,0.46987999999999996,0.47677,0.473325,489956.92659408215,123344.51056488583,366612.41602919635,2.0,0.48886719346,1.0,1.0,0.976321657067,96.4023476601,0.503854999542
3814306155.261,0.46997625,0.48626,0.478118125,474104.88276474865,114885.6864770755,359219.19628767314,2.0,0.48886719346,1.0,1.0,0.976321657067,99.9306787491,0.500348730087
3814306155.361,0.47164375000000003,0.48847,0.48005687500000005,487463.28706447745,117924.3591899304,369538.9278745471,2.0,0.48886719346,1.0,1.0,0.976321657067,99.9306787491,0.500348730087
3814306155.461,0.47066125000000003,0.48950499999999997,0.480083125,488372.4643858224,121360.14094614479,367012.3234396776,2.0,0.48886719346,1.0,1.0,0.934203724384,98.709492588,0.502977795601
3814306155.561,0.471765,0.493975,0.48287,479188.74058704934,122871.31281521988,356317.4277718295,2.0,0.48886719346,1.0,1.0,0.934203724384,98.709492588,0.502977795601
3814306155.661,0.47122875,0.48721000000000003,0.479219375,485969.8887962777,124396.50648123052,361573.3823150472,2.0,0.49960938096,1.0,1.0,0.961868858568,105.223273945,0.500348730087
3814306155.761,0.46903375,0.48636999999999997,0.477701875,480622.7144789386,116992.22156622804,363630.4929127106,2.0,0.49960938096,1.0,1.0,0.961868858568,105.223273945,0.500348730087
3814306155.861,0.4712825,0.478065,0.47467375,483995.9853077514,122169.84862537275,361826.13668237865,2.0,0.49960938096,1.0,1.0,0.994406600421,100.880621624,0.500348730087
3814306155.961,0.46994,0.48404,0.47699,485876.3887079563,121051.8427225306,364824.5459854257,2.0,0.49960938096,1.0,1.0,0.994406600421,100.880621624,0.500348730087
3814306156.061,0.47097625,0.485885,0.478430625,478352.8586272576,126242.35284341572,352110.5057838418,2.0,0.49960938096,1.0,1.0,1.06572458874,99.1165546417,0.501225934029
3814306156.161,0.46893375,0.48995,0.479441875,480933.597810207,118375.53059121718,362558.06721898983,2.0,0.49960938096,1.0,1.0,1.06572458874,99.1165546417,0.501225934029
3814306156.261,0.4683525,0.484125,0.47623875000000004,495228.2137075659,124531.59076690665,370696.6229406593,2.0,0.499804705381,1.0,1.0,1.02458878701,99.1165546417,0.503854999542
3814306156.361,0.47039625,0.485015,0.477705625,485726.9093627812,125998.40785041542,359728.50151236576,2.0,0.499804705381,1.0,1.0,1.02458878701,99.1165546417,0.503854999542
3814306156.461,0.46997500000000003,0.48416000000000003,0.47706750000000003,477675.7262883022,118769.86071845893,358905.86556984327,2.0,0.499804705381,1.0,1.0,0.993199393545,97.7595497131,0.503854999542
3814306156.561,0.46788375,0.48558,0.476731875,480722.3005869941,116564.44138932566,364157.85919766844,2.0,0.499804705381,1.0,1.0,0.993199393545,97.7595497131,0.503854999542
3814306156.661,0.4676975,0.488545,0.47812125,477380.87573554425,121487.26480822396,355893.6109273203,2.0,0.499804705381,1.0,1.0,0.975117507554,100.337937927,0.503854999542
3814306156.761,0.46311625,0.48453500000000005,0.47382562500000003,484837.9615921731,121924.50584464753,362913.45574752556,2.0,0.499804705381,1.0,1.0,0.975117507554,100.337937927,0.503854999542
3814306156.861,0.4680575,0.48346500000000003,0.47576125,472206.20333327824,125681.58683021483,346524.6165030634,2.0,0.500781238079,1.0,1.0,0.958258055049,95.7238451958,0.500348730087
3814306156.961,0.46708875,0.48019,0.473639375,492070.2653836627,119677.33907242779,372392.92631123494,2.0,0.500781238079,1.0,1.0,0.958258055049,95.7238451958,0.500348730087
3814306157.061,0.46768375,0.48189499999999996,0.47478937499999996,485358.343966108,124402.6607575689,360955.6832085391,2.0,0.500781238079,1.0,1.0,0.961868858568,100.20211916,0.500348730087
3814306157.161,0.46546499999999996,0.48633,0.4758975,481776.8835663375,120797.74328619162,360979.1402801459,2.0,0.500781238079,1.0,1.0,0.961868858568,100.20211916,0.500348730087
3814306157.261,0.4673425,0.48168500000000003,0.47451375,480911.5645140597,120327.0933483378,360584.4711657219,2.0,0.500781238079,1.0,1.0,0.924590347292,99.6592383385,0.49859559536
3814306157.361,0.4655975,0.48150499999999996,0.47355125,484311.5504369672,124361.6044734742,359949.945963493,2.0,0.500781238079,1.0,1.0,0.924590347292,99.6592383385,0.49859559536
3814306157.461,0.46790625,0.488975,0.478440625,483001.4144400437,114468.18598502563,368533.228455018,2.0,0.5009765625,1.0,1.0,0.953443703752,104.951833534,0.495966529846
3814306157.561,0.4672825,0.480435,0.47385875,474899.3885776901,120591.17092344767,354308.2176542424,2.0,0.5009765625,1.0,1.0,0.953443703752,104.951833534,0.495966529846
3814306157.661,0.46941375,0.48114500000000004,0.47527937500000006,471626.88306309574,124044.69457429968,347582.18848879606,2.0,0.5009765625,1.0,1.0,1.01492491789,101.966383266,0.502977795601
3814306157.761,0.46763625000000003,0.482655,0.475145625,471874.75472355617,128127.0872364453,343747.6674871109,2.0,0.5009765625,1.0,1.0,1.01492491789,101.966383266,0.502977795601
3814306157.861,0.4670625,0.48869,0.47787625,479804.5610241199,114589.87007354971,365214.69095057016,2.0,0.5009765625,1.0,1.0,1.09239540113,100.337937927,0.501225934029
3814306157.961,0.46441625,0.48277000000000003,0.473593125,482237.0561326164,126860.67391248234,355376.3822201341,2.0,0.5009765625,1.0,1.0,1.09239540113,100.337937927,0.501225934029
3814306158.061,0.46472250000000004,0.48157,0.47314625,471590.58185694215,120971.70156050957,350618.8802964326,2.0,0.48496094346,1.0,1.0,1.0633017391,99.3879950523,0.504730930328
3814306158.161,0.4620075,0.488005,0.47500625,480891.75827224244,123404.87991631366,357486.8783559288,2.0,0.48496094346,1.0,1.0,1.0633017391,99.3879950523,0.504730930328
3814306158.261,0.4604275,0.479955,0.47019125,484794.3172198906,124515.31890970822,360278.99831018236,2.0,0.48496094346,1.0,1.0,1.04998492993,99.1165546417,0.504730930328
3814306158.361,0.460045,0.480495,0.47026999999999997,471751.3477308629,125623.36700324944,346127.98072761344,2.0,0.48496094346,1.0,1.0,1.04998492993,99.1165546417,0.504730930328
3814306158.461,0.46179875000000004,0.47789000000000004,0.46984437500000004,486938.3953077131,123831.79661033145,363106.5986973816,2.0,0.48496094346,1.0,1.0,1.03425822775,101.423502445,0.503854999542
3814306158.561,0.46106375,0.48440000000000005,0.472731875,487425.6534384674,114261.3881340743,373164.26530439314,2.0,0.48496094346,1.0,1.0,1.03425822775,101.423502445,0.503854999542
3814306158.661,0.45773874999999997,0.48424999999999996,0.47099437499999997,491024.4474134475,113738.07490550388,377286.3725079436,2.0,0.49765625596,1.0,1.0,1.01250938265,101.423502445,0.499472799301
3814306158.761,0.46059625,0.482375,0.471485625,475495.88547339407,121917.11866358144,353578.76680981263,2.0,0.49765625596,1.0,1.0,1.01250938265,101.423502445,0.499472799301
3814306158.861,0.46079125,0.473715,0.467253125,476746.6137768069,119487.60851889229,357259.00525791466,2.0,0.49765625596,1.0,1.0,1.03304990154,99.1165546417,0.497719664574
3814306158.961,0.45946624999999996,0.471595,0.465530625,484905.0776112057,125832.80201395486,359072.27559725085,2.0,0.49765625596,1.0,1.0,1.03304990154,99.1165546417,0.497719664574
3814306159.061,0.46253,0.482585,0.47255749999999996,470602.4810748826,118134.73399716226,352467.74707772036,2.0,0.49765625596,1.0,1.0,1.03304990154,98.3022334099,0.502101864815
3814306159.161,0.45872875,0.480355,0.469541875,469503.9561422914,121336.44145097335,348167.5146913181,2.0,0.49765625596,1.0,1.0,1.03304990154,98.3022334099,0.502101864815
3814306159.261,0.459375,0.475235,0.46730499999999997,480295.8011387208,113017.96133084135,367277.83980787947,2.0,0.495312511921,1.0,1.0,0.990786993235,99.2521762848,0.503854999542
3814306159.361,0.45696375,0.477945,0.467454375,468517.02942206187,120107.8338615871,348409.19556047476,2.0,0.495312511921,1.0,1.0,0.990786993235,99.2521762848,0.503854999542
3814306159.461,0.4580325,0.475885,0.46695875,473068.51341965114,127500.0565774939,345568.45684215723,2.0,0.495312511921,1.0,1.0,0.978731967512,98.8451142311,0.503854999542
3814306159.561,0.4560775,0.47866,0.46736875,477620.5748600018,125269.51129695843,352351.06356304337,2.0,0.495312511921,1.0,1.0,0.978731967512,98.8451142311,0.503854999542
3814306159.661,0.45500375,0.467075,0.46103937500000003,475733.7608987709,121062.58177678457,354671.1791219863,2.0,0.495312511921,1.0,1.0,0.983553633462,100.609181213,0.500348730087
3814306159.761,0.45417124999999997,0.47444,0.46430562499999994,476160.9233906152,123948.34514620705,352212.5782444081,2.0,0.495312511921,1.0,1.0,0.983553633462,100.609181213,0.500348730087
3814306159.861,0.4542975,0.476795,0.46554625000000005,480699.7380526871,123677.25838551369,357022.4796671734,2.0,0.49472656846,1.0,1.0,0.983553633462,98.5736738205,0.502977795601
3814306159.961,0.45230499999999996,0.477925,0.46511499999999995,486969.1198135555,127292.15197546167,359676.9678380938,2.0,0.49472656846,1.0,1.0,0.983553633462,98.5736738205,0.502977795601
3814306160.061,0.4529725,0.4771,0.46503625000000004,469266.1506805272,125964.51059255286,343301.6400879744,2.0,0.49472656846,1.0,1.0,0.988374941278,98.3022334099,0.499472799301
3814306160.161,0.4559975,0.47611499999999995,0.46605624999999995,476534.8943349441,121964.86189795205,354570.03243699204,2.0,0.49472656846,1.0,1.0,0.988374941278,98.3022334099,0.499472799301
3814306160.261,0.456445,0.4759,0.4661725,472390.8800503559,126550.05511601336,345840.8249343425,2.0,0.49472656846,1.0,1.0,0.982347210886,101.016440392,0.500348730087
3814306160.361,0.454355,0.471455,0.462905,474739.4123941256,129508.72285451219,345230.68953961344,2.0,0.49472656846,1.0,1.0,0.982347210886,101.016440392,0.500348730087
3814306160.461,0.45013749999999997,0.477395,0.46376625,494524.73269091523,126997.29133139158,367527.4413595237,2.0,0.501953125,1.0,1.0,0.947428597737,99.6592383385,0.499472799301
3814306160.561,0.45103000000000004,0.46986,0.460445,484052.30566702265,123016.8440578233,361035.46160919935,2.0,0.501953125,1.0,1.0,0.947428597737,99.6592383385,0.499472799301
3814306160.661,0.45177999999999996,0.4605,0.45614,491483.38640371914,126856.72963847991,364626.6567652392,2.0,0.501953125,1.0,1.0,0.973911694974,100.066497517,0.499472799301
3814306160.761,0.45248,0.47135,0.46191499999999996,472852.4098673805,125920.76049367206,346931.64937370847,2.0,0.501953125,1.0,1.0,0.973911694974,100.066497517,0.499472799301
3814306160.861,0.45270125,0.475075,0.463888125,473483.52003919147,136114.39456300304,337369.12547618843,2.0,0.501953125,1.0,1.0,0.991994025808,99.6592383385,0.501225934029
3814306160.961,0.451575,0.472605,0.46209,470566.9773754733,128636.27190507956,341930.70547039376,2.0,0.501953125,1.0,1.0,0.991994025808,99.6592383385,0.501225934029
3814306161.061,0.45028250000000003,0.471045,0.46066375000000004,478237.678685546,130040.64197155018,348197.0367139958,2.0,0.498828142881,1.0,1.0,0.990786993235,103.730450249,0.504730930328
3814306161.161,0.45021,0.47328000000000003,0.461745,468358.20678017836,133167.0315966339,335191.17518354446,2.0,0.498828142881,1.0,1.0,0.990786993235,103.730450249,0.504730930328
3814306161.261,0.44889875,0.466585,0.457741875,472688.73012123717,125916.00381767593,346772.72630356124,2.0,0.498828142881,1.0,1.0,0.993199393545,98.1666117668,0.502101864815
3814306161.361,0.44798000000000004,0.468595,0.4582875,477030.6574079165,121648.157815732,355382.4995921845,2.0,0.498828142881,1.0,1.0,0.993199393545,98.1666117668,0.502101864815
3814306161.461,0.4482675,0.47076,0.45951375,466907.5194779205,124475.45957126735,342432.0599066531,2.0,0.498828142881,1.0,1.0,1.0257965041,99.3879950523,0.502977795601
3814306161.561,0.4476875,0.47197,0.45982875,465374.7952770924,122902.59456095158,342472.2007161408,2.0,0.498828142881,1.0,1.0,1.0257965041,99.3879950523,0.502977795601
3814306161.661,0.44723999999999997,0.47228499999999995,0.45976249999999996,475916.0608511964,131888.8706283904,344027.190222806,2.0,0.505664050579,1.0,1.0,0.983553633462,97.6237309456,0.502977795601
3814306161.761,0.44782500000000003,0.46826,0.4580425,470626.5786477245,124585.55381314454,346041.02483458,2.0,0.505664050579,1.0,1.0,0.983553633462,97.6237309456,0.502977795601
3814306161.861,0.4506675,0.466995,0.45883125,463262.4006485492,128239.88444366388,335022.5162048853,2.0,0.505664050579,1.0,1.0,0.965482194643,98.1666117668,0.503854999542
3814306161.961,0.44894875,0.47293,0.46093937500000004,473694.66838869255,120251.55117235557,353443.117216337,2.0,0.505664050579,1.0,1.0,0.965482194643,98.1666117668,0.503854999542
3814306162.061,0.4497325,0.467395,0.45856375,460512.39841144835,130281.77205993509,330230.62635151326,2.0,0.505664050579,1.0,1.0,0.939010756688,100.337937927,0.501225934029
3814306162.161,0.448445,0.460585,0.454515,471167.5154780937,131859.88018256976,339307.6352955239,2.0,0.505664050579,1.0,1.0,0.939010756688,100.337937927,0.501225934029
3814306162.261,0.44872124999999996,0.46847000000000005,0.458595625,471525.7423482652,133627.65369943564,337898.08864882955,2.0,0.49941405654,1.0,1.0,0.952241207523,100.880621624,0.49859559536
3814306162.361,0.449575,0.464185,0.45688,467255.03365379554,127131.51014303758,340123.52351075795,2.0,0.49941405654,1.0,1.0,0.952241207523,100.880621624,0.49859559536
3814306162.461,0.44855375,0.476225,0.462389375,470823.6887690244,124326.03950137418,346497.6492676502,2.0,0.49941405654,1.0,1.0,0.972707719511,97.6237309456,0.501225934029
3814306162.561,0.44873375000000004,0.46964,0.459186875,466165.9483625409,124644.51129587996,341521.43706666096,2.0,0.49941405654,1.0,1.0,0.972707719511,97.6237309456,0.501225934029
3814306162.661,0.4503825,0.47358999999999996,0.46198625,473392.2635258417,125991.99363129676,347400.26989454497,2.0,0.49941405654,1.0,1.0,0.994406600421,97.4881093025,0.499472799301
3814306162.761,0.44821625,0.46625,0.457233125,465817.7724935787,128608.4988358841,337209.27365769463,2.0,0.49941405654,1.0,1.0,0.994406600421,97.4881093025,0.499472799301
3814306162.861,0.44867749999999995,0.471765,0.46022124999999997,459363.1604941527,125081.96926068561,334281.1912334671,2.0,0.5283203125,1.0,1.0,0.982347210886,102.10200491,0.501225934029
